Car	[1830, 544, 28, 24]
Car	[1830, 544, 28, 25]
Car	[1828, 543, 25, 24]
Car	[1828, 543, 29, 24]
Car	[1828, 543, 25, 24]
Car	[1827, 542, 28, 24]
Car	[1827, 542, 28, 24]
Car	[1827, 542, 28, 26]
Car	[1827, 541, 28, 25]
Car	[1825, 541, 28, 25]
Car	[1825, 542, 28, 25]
Car	[1823, 542, 29, 26]
Car	[1822, 542, 28, 26]
Car	[1820, 542, 29, 25]
Car	[1819, 542, 28, 26]
Car	[1819, 541, 28, 26]
Car	[1817, 542, 29, 26]
Car	[1816, 541, 32, 25]
Car	[1814, 541, 32, 26]
Car	[1814, 542, 32, 26]
Car	[1812, 541, 31, 26]
Car	[1812, 540, 31, 26]
Car	[1811, 540, 32, 27]
Car	[1809, 541, 31, 28]
Car	[1808, 541, 32, 28]
Car	[1806, 541, 31, 28]
Car	[1806, 541, 31, 28]
Car	[1804, 541, 35, 28]
Car	[1803, 541, 32, 28]
Car	[1803, 541, 35, 28]
Car	[1801, 541, 35, 28]
Car	[1800, 541, 34, 28]
Car	[1800, 541, 34, 29]
Car	[1798, 541, 35, 30]
Car	[1797, 541, 38, 30]
Car	[1797, 541, 38, 30]
Car	[1795, 541, 38, 32]
Car	[1794, 541, 38, 32]
Car	[1790, 541, 37, 32]
Car	[1789, 541, 38, 32]
Car	[1787, 541, 38, 33]
Car	[1786, 541, 38, 33]
Car	[1784, 541, 41, 34]
Car	[1782, 540, 41, 35]
Car	[1781, 541, 41, 36]
Car	[1777, 541, 41, 36]
Car	[1776, 540, 41, 37]
Car	[1773, 539, 41, 37]
Car	[1771, 540, 45, 37]
Car	[1770, 540, 44, 38]
Car	[1767, 541, 44, 40]
Car	[1765, 540, 44, 41]
Car	[1762, 541, 48, 42]
Car	[1760, 541, 47, 42]
Car	[1755, 540, 47, 43]
Car	[1754, 540, 50, 44]
Car	[1751, 540, 54, 45]
Car	[1748, 540, 54, 45]
Car	[1745, 540, 54, 47]
Car	[1743, 540, 57, 48]
Car	[1738, 539, 57, 49]
Car	[1734, 540, 60, 50]
Car	[1731, 540, 60, 50]
Car	[1724, 540, 60, 52]
Car	[1721, 540, 64, 54]
Car	[1718, 539, 66, 54]
Car	[1713, 538, 70, 55]
Car	[1707, 538, 70, 57]
Car	[1700, 538, 73, 60]
Car	[1695, 538, 73, 60]
Car	[1691, 538, 79, 62]
Car	[1686, 537, 82, 63]
Car	[1678, 537, 85, 67]
Car	[1670, 537, 91, 68]
Car	[1664, 536, 95, 71]
Car	[1656, 537, 98, 72]
Car	[1646, 536, 100, 75]
Car	[1639, 536, 110, 79]
Car	[1629, 535, 114, 81]
Car	[1620, 535, 124, 85]
Car	[1605, 535, 122, 88]
Car	[1596, 535, 136, 91]
Car	[1582, 535, 145, 95]
Car	[1569, 534, 158, 100]
Car	[1554, 533, 164, 106]
Car	[1540, 532, 176, 109]
Car	[1515, 532, 194, 117]
Car	[1494, 531, 210, 121]
Car	[1473, 529, 228, 127]
Car	[1449, 528, 245, 135]
Car	[1424, 527, 262, 140]
Car	[1398, 527, 282, 146]
Car	[1368, 526, 302, 153]
Car	[1340, 523, 328, 161]
Car	[1308, 524, 349, 167]
Car	[1272, 523, 373, 172]
Car	[1224, 523, 376, 176]
Car	[1170, 521, 416, 180]
Car	[1121, 520, 438, 183]
Car	[1075, 520, 452, 187]
Car	[1028, 521, 463, 200]
Car	[980, 517, 467, 195]
Car	[933, 518, 469, 195]
Car	[883, 516, 463, 189]
Car	[835, 516, 453, 187]
Car	[791, 516, 442, 188]
Car	[733, 514, 416, 183]
Car	[682, 514, 409, 178]
Car	[644, 512, 395, 173]
Car	[601, 513, 368, 169]
Car	[567, 513, 341, 161]
Car	[538, 512, 330, 159]
Car	[509, 514, 314, 152]
Car	[470, 515, 285, 146]
Car	[446, 513, 267, 142]
Car	[420, 513, 251, 133]
Car	[380, 515, 197, 124]
Car	[359, 516, 187, 118]
Car	[340, 516, 171, 112]
Car	[323, 516, 158, 107]
Car	[309, 518, 153, 103]
Car	[292, 518, 142, 99]
Car	[278, 519, 134, 98]
Car	[264, 519, 125, 94]
Car	[253, 519, 119, 90]
Car	[243, 519, 117, 86]
Car	[232, 519, 111, 84]
Car	[222, 519, 109, 82]
Car	[213, 520, 100, 78]
