Truck	[1837, 544, 57, 39]
Truck	[1836, 545, 57, 40]
Truck	[1836, 543, 57, 41]
Truck	[1835, 543, 60, 42]
Truck	[1835, 543, 60, 42]
Truck	[1834, 543, 63, 43]
Truck	[1833, 543, 63, 43]
Truck	[1833, 544, 63, 44]
Truck	[1833, 544, 70, 43]
Truck	[1833, 544, 70, 43]
Truck	[1831, 544, 69, 44]
Truck	[1830, 544, 66, 44]
Truck	[1828, 544, 69, 44]
Truck	[1828, 543, 69, 45]
Truck	[1827, 544, 70, 47]
Truck	[1827, 545, 72, 46]
Truck	[1827, 544, 72, 47]
Truck	[1825, 544, 73, 47]
Truck	[1825, 545, 73, 45]
Truck	[1825, 545, 73, 46]
Truck	[1823, 545, 73, 47]
Truck	[1822, 546, 72, 47]
Truck	[1820, 546, 75, 49]
Truck	[1820, 546, 75, 51]
Truck	[1818, 546, 79, 51]
Truck	[1819, 546, 82, 52]
Truck	[1817, 546, 85, 54]
Truck	[1817, 546, 89, 55]
Truck	[1816, 546, 88, 55]
Truck	[1814, 546, 88, 55]
Truck	[1812, 547, 95, 58]
Truck	[1809, 547, 91, 58]
Truck	[1809, 548, 91, 58]
Truck	[1808, 547, 94, 57]
Truck	[1808, 547, 98, 61]
Truck	[1806, 548, 101, 62]
Truck	[1805, 548, 98, 61]
Truck	[1803, 548, 104, 66]
Truck	[1803, 549, 108, 66]
Truck	[1801, 548, 111, 66]
Truck	[1798, 548, 113, 68]
Truck	[1800, 548, 116, 69]
Truck	[1796, 549, 117, 68]
Truck	[1794, 549, 120, 71]
Truck	[1794, 550, 126, 72]
Truck	[1792, 550, 130, 74]
Truck	[1789, 550, 132, 74]
Truck	[1786, 551, 136, 77]
Truck	[1783, 552, 136, 77]
Truck	[1781, 553, 142, 80]
Truck	[1779, 553, 145, 81]
Truck	[1776, 555, 149, 84]
Truck	[1773, 555, 155, 86]
Truck	[1770, 556, 162, 88]
Truck	[1765, 556, 164, 92]
Truck	[1763, 556, 171, 94]
Truck	[1762, 556, 177, 95]
Truck	[1757, 556, 183, 99]
Truck	[1754, 557, 190, 104]
Truck	[1751, 557, 199, 105]
Truck	[1744, 558, 205, 107]
Truck	[1740, 558, 212, 108]
Truck	[1735, 558, 218, 111]
Truck	[1729, 560, 227, 118]
Truck	[1722, 561, 237, 123]
Truck	[1718, 562, 246, 128]
Truck	[1709, 563, 253, 132]
Truck	[1702, 565, 267, 137]
Truck	[1696, 565, 284, 141]
Truck	[1685, 567, 300, 148]
Truck	[1678, 568, 316, 156]
Truck	[1672, 570, 343, 163]
Truck	[1657, 571, 357, 176]
Truck	[1641, 574, 360, 184]
Truck	[1626, 574, 392, 189]
Truck	[1610, 580, 433, 205]
Truck	[1594, 585, 462, 219]
Truck	[1574, 589, 490, 231]
Truck	[1555, 592, 518, 252]
Truck	[1541, 593, 567, 274]
Truck	[1522, 601, 610, 313]
Truck	[1505, 601, 666, 316]
Truck	[1479, 604, 712, 343]
Truck	[1467, 610, 801, 378]
Truck	[1444, 619, 860, 418]
Truck	[1378, 618, 926, 481]
Truck	[1328, 624, 982, 537]
Truck	[1289, 647, 1026, 571]
Truck	[1236, 653, 1115, 651]
Truck	[1184, 645, 1162, 732]
Truck	[1145, 650, 1262, 676]
Truck	[1092, 619, 1291, 741]
Truck	[1066, 630, 1310, 693]
Truck	[1046, 633, 1323, 682]
Truck	[982, 661, 1413, 629]
Truck	[968, 662, 1417, 619]
Truck	[927, 387, 1439, 774]
Truck	[936, 668, 1412, 627]
Truck	[920, 653, 1411, 663]
Truck	[892, 651, 1396, 664]
Truck	[863, 665, 1405, 644]
Truck	[823, 643, 1344, 693]
Truck	[759, 647, 1248, 697]
Truck	[696, 638, 1177, 745]
Truck	[637, 705, 1062, 645]
Truck	[581, 644, 964, 782]
Truck	[468, 638, 768, 697]
Truck	[477, 637, 799, 674]
Truck	[493, 624, 831, 617]
Truck	[456, 617, 792, 529]
Truck	[446, 594, 769, 463]
Truck	[413, 576, 725, 432]
Truck	[311, 582, 513, 347]
Truck	[288, 584, 475, 316]
Truck	[261, 575, 425, 282]
Truck	[242, 570, 399, 254]
Truck	[225, 567, 375, 232]
Truck	[213, 566, 354, 222]
Truck	[201, 562, 333, 201]
Truck	[188, 559, 312, 186]
Truck	[175, 557, 293, 176]
Truck	[165, 554, 281, 165]
Truck	[155, 553, 266, 158]
Truck	[145, 553, 255, 150]
Truck	[136, 550, 246, 143]
Truck	[128, 550, 233, 137]
Truck	[120, 550, 225, 130]
Truck	[115, 548, 214, 124]
Truck	[109, 547, 206, 120]
Truck	[104, 546, 197, 115]
Truck	[99, 546, 189, 112]
Truck	[95, 544, 180, 107]
Truck	[91, 544, 173, 103]
Truck	[87, 543, 166, 101]
Truck	[84, 543, 160, 97]
Truck	[80, 542, 155, 95]
Truck	[77, 541, 149, 91]
Truck	[74, 541, 144, 87]
Truck	[71, 541, 141, 84]
Truck	[68, 540, 135, 81]
Truck	[66, 540, 131, 80]
Truck	[63, 540, 127, 78]
Truck	[62, 539, 122, 76]
Truck	[60, 538, 120, 75]
Truck	[58, 538, 116, 73]
Truck	[57, 537, 112, 72]
Truck	[54, 537, 108, 67]
Truck	[53, 537, 106, 66]
Truck	[50, 536, 101, 65]
Truck	[50, 536, 100, 63]
Truck	[49, 536, 98, 61]
Truck	[47, 536, 95, 62]
Truck	[45, 535, 91, 62]
Truck	[44, 535, 89, 60]
Truck	[43, 534, 87, 58]
Truck	[42, 534, 85, 58]
Truck	[41, 533, 83, 57]
Truck	[40, 533, 80, 55]
Truck	[38, 533, 77, 54]
Truck	[37, 532, 75, 53]
Truck	[36, 532, 72, 53]
Truck	[35, 532, 71, 53]
Truck	[34, 532, 69, 52]
Truck	[33, 531, 67, 51]
Truck	[32, 530, 65, 49]
Truck	[32, 530, 64, 48]
Truck	[31, 530, 62, 48]
Truck	[31, 530, 62, 48]
Truck	[30, 529, 60, 47]
Truck	[29, 529, 59, 47]
Truck	[29, 529, 58, 46]
Truck	[26, 528, 53, 45]
Truck	[26, 529, 53, 44]
Truck	[25, 528, 51, 45]
Truck	[25, 528, 50, 44]
Truck	[25, 528, 50, 44]
Truck	[25, 527, 50, 42]
Truck	[25, 527, 50, 42]
Truck	[24, 526, 49, 41]
Truck	[23, 525, 47, 41]
Truck	[23, 526, 46, 40]
Truck	[22, 525, 44, 41]
Truck	[22, 525, 44, 41]
Truck	[21, 525, 43, 40]
Truck	[21, 524, 42, 39]
Truck	[20, 524, 41, 39]
Truck	[20, 524, 41, 40]
Truck	[20, 524, 40, 40]
Truck	[19, 523, 39, 39]
Truck	[19, 523, 38, 39]
Truck	[18, 523, 37, 39]
Truck	[18, 522, 36, 39]
Truck	[17, 522, 35, 39]
Truck	[17, 522, 34, 38]
Truck	[16, 521, 32, 37]
Truck	[16, 521, 32, 37]
Truck	[15, 521, 31, 37]
Truck	[15, 521, 31, 36]
Truck	[15, 520, 30, 36]
Truck	[15, 520, 30, 36]
Truck	[14, 519, 29, 37]
Truck	[14, 519, 28, 36]
Truck	[14, 519, 28, 35]
Truck	[13, 518, 27, 35]
Truck	[13, 518, 27, 36]
Truck	[12, 517, 25, 36]
Truck	[12, 516, 24, 35]
Truck	[11, 516, 23, 36]
Truck	[11, 516, 23, 36]
Truck	[11, 515, 23, 36]
Truck	[11, 514, 22, 35]
Truck	[11, 514, 22, 34]
Truck	[10, 514, 21, 34]
Truck	[10, 514, 21, 34]
Truck	[10, 513, 20, 33]
